stat_name,stat_displayValue,stat_label,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,game_id
firstDowns,17,1st Downs,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
thirdDownEff,6-14,3rd down efficiency,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
fourthDownEff,0-0,4th down efficiency,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
totalYards,268,Total Yards,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
netPassingYards,228,Passing,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
completionAttempts,26-39,Comp-Att,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
yardsPerPass,5.8,Yards per pass,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
rushingYards,40,Rushing,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
rushingAttempts,21,Rushing Attempts,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
yardsPerRushAttempt,1.9,Yards per rush,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
totalPenaltiesYards,5-50,Penalties,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
turnovers,1,Turnovers,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
fumblesLost,0,Fumbles lost,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
interceptions,1,Interceptions thrown,275,s:20~l:23~t:275,wisconsin-badgers,Wisconsin,Badgers,WIS,Wisconsin Badgers,Badgers,A00001,f7f7f7,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,400603827
