stat_name,stat_displayValue,stat_label,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,game_id
firstDowns,28,1st Downs,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
thirdDownEff,8-18,3rd down efficiency,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
fourthDownEff,1-2,4th down efficiency,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
totalYards,569,Total Yards,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
netPassingYards,480,Passing,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
completionAttempts,39-62,Comp-Att,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
yardsPerPass,7.7,Yards per pass,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
rushingYards,89,Rushing,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
rushingAttempts,24,Rushing Attempts,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
yardsPerRushAttempt,3.7,Yards per rush,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
totalPenaltiesYards,9-78,Penalties,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
turnovers,0,Turnovers,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
fumblesLost,0,Fumbles lost,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
interceptions,0,Interceptions thrown,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
possessionTime,31:41,Possession,2277,s:20~l:23~t:2277,houston-baptist-huskies,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Huskies,00539c,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,401207098
firstDowns,33,1st Downs,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
thirdDownEff,11-17,3rd down efficiency,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
fourthDownEff,3-3,4th down efficiency,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
totalYards,721,Total Yards,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
netPassingYards,361,Passing,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
completionAttempts,21-34,Comp-Att,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
yardsPerPass,10.6,Yards per pass,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
rushingYards,360,Rushing,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
rushingAttempts,52,Rushing Attempts,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
yardsPerRushAttempt,6.9,Yards per rush,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
totalPenaltiesYards,6-48,Penalties,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
turnovers,1,Turnovers,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
fumblesLost,0,Fumbles lost,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
interceptions,1,Interceptions thrown,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
possessionTime,28:19,Possession,249,s:20~l:23~t:249,north-texas-mean-green,North Texas,Mean Green,UNT,North Texas Mean Green,Mean Green,00853D,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,401207098
firstDowns,23,1st Downs,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
thirdDownEff,7-12,3rd down efficiency,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
fourthDownEff,2-2,4th down efficiency,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
totalYards,526,Total Yards,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
netPassingYards,363,Passing,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
completionAttempts,18-30,Comp-Att,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
yardsPerPass,12.1,Yards per pass,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
rushingYards,163,Rushing,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
rushingAttempts,38,Rushing Attempts,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
yardsPerRushAttempt,4.3,Yards per rush,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
totalPenaltiesYards,4-38,Penalties,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
turnovers,2,Turnovers,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
fumblesLost,0,Fumbles lost,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
interceptions,2,Interceptions thrown,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
possessionTime,29:08,Possession,6,s:20~l:23~t:6,south-alabama-jaguars,South Alabama,Jaguars,USA,South Alabama Jaguars,Jaguars,003E7E,,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,401207101
firstDowns,20,1st Downs,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
thirdDownEff,5-14,3rd down efficiency,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
fourthDownEff,1-2,4th down efficiency,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
totalYards,409,Total Yards,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
netPassingYards,314,Passing,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
completionAttempts,22-32,Comp-Att,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
yardsPerPass,9.8,Yards per pass,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
rushingYards,95,Rushing,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
rushingAttempts,37,Rushing Attempts,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
yardsPerRushAttempt,2.6,Yards per rush,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
totalPenaltiesYards,7-49,Penalties,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
turnovers,0,Turnovers,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
fumblesLost,0,Fumbles lost,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
interceptions,0,Interceptions thrown,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
possessionTime,30:52,Possession,2572,s:20~l:23~t:2572,southern-mississippi-golden-eagles,Southern Mississippi,Golden Eagles,USM,Southern Mississippi Golden Eagles,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,401207101
firstDowns,13,1st Downs,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
thirdDownEff,5-15,3rd down efficiency,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
fourthDownEff,2-5,4th down efficiency,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
totalYards,225,Total Yards,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
netPassingYards,90,Passing,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
completionAttempts,9-23,Comp-Att,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
yardsPerPass,3.9,Yards per pass,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
rushingYards,135,Rushing,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
rushingAttempts,42,Rushing Attempts,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
yardsPerRushAttempt,3.2,Yards per rush,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
totalPenaltiesYards,4-34,Penalties,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
turnovers,0,Turnovers,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
fumblesLost,0,Fumbles lost,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
interceptions,0,Interceptions thrown,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
possessionTime,32:21,Possession,236,s:20~l:23~t:236,chattanooga-mocs,Chattanooga,Mocs,UTC,Chattanooga Mocs,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,401207102
firstDowns,14,1st Downs,98,s:20~l:23~t:98,western-kentucky-hilltoppers,Western Kentucky,Hilltoppers,WKU,Western Kentucky Hilltoppers,Hilltoppers,F32026,b3b5b8,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png,401207102
