stat_name,stat_displayValue,stat_label,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,game_id
firstDowns,11,1st Downs,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
thirdDownEff,3-12,3rd down efficiency,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
fourthDownEff,0-2,4th down efficiency,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
totalYards,204,Total Yards,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
netPassingYards,97,Passing,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
completionAttempts,12-22,Comp-Att,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
yardsPerPass,4.4,Yards per pass,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
rushingYards,107,Rushing,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
rushingAttempts,32,Rushing Attempts,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
yardsPerRushAttempt,3.3,Yards per rush,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
totalPenaltiesYards,8-52,Penalties,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
turnovers,3,Turnovers,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
fumblesLost,1,Fumbles lost,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
interceptions,2,Interceptions thrown,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
possessionTime,23:23,Possession,150,s:20~l:23~t:150,duke-blue-devils,Duke,Blue Devils,DUKE,Duke Blue Devils,Blue Devils,001A57,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,401110720
firstDowns,30,1st Downs,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
thirdDownEff,6-12,3rd down efficiency,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
fourthDownEff,2-2,4th down efficiency,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
totalYards,512,Total Yards,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
netPassingYards,367,Passing,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
completionAttempts,30-36,Comp-Att,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
yardsPerPass,10.2,Yards per pass,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
rushingYards,145,Rushing,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
rushingAttempts,42,Rushing Attempts,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
yardsPerRushAttempt,3.5,Yards per rush,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
totalPenaltiesYards,8-88,Penalties,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
turnovers,1,Turnovers,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
fumblesLost,1,Fumbles lost,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
interceptions,0,Interceptions thrown,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
possessionTime,36:37,Possession,333,s:20~l:23~t:333,alabama-crimson-tide,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Crimson Tide,690014,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,401110720
firstDowns,16,1st Downs,2502,s:20~l:23~t:2502,portland-state-vikings,Portland State,Vikings,PRST,Portland State Vikings,Vikings,00311e,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,401110721
thirdDownEff,2-13,3rd down efficiency,2502,s:20~l:23~t:2502,portland-state-vikings,Portland State,Vikings,PRST,Portland State Vikings,Vikings,00311e,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,401110721
fourthDownEff,3-3,4th down efficiency,2502,s:20~l:23~t:2502,portland-state-vikings,Portland State,Vikings,PRST,Portland State Vikings,Vikings,00311e,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,401110721
totalYards,230,Total Yards,2502,s:20~l:23~t:2502,portland-state-vikings,Portland State,Vikings,PRST,Portland State Vikings,Vikings,00311e,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,401110721
