game_id,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,athlete_id,athlete_uid,athlete_guid,athlete_firstName,athlete_lastName,athlete_displayName,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,adjQBR,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,interceptionYards,interceptionTouchdowns,puntReturns,puntReturnYards,yardsPerPuntReturn,longPuntReturn,puntReturnTouchdowns,fieldGoalsMade/fieldGoalAttempts,fieldGoalPct,longFieldGoalMade,extraPointsMade/extraPointAttempts,totalKickingPoints,punts,puntYards,grossAvgPuntYards,touchbacks,puntsInside20,longPunt,kickReturns,kickReturnYards,yardsPerKickReturn,longKickReturn,kickReturnTouchdowns
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,193061,s:20~l:23~a:193061,2dd5b1e9095bdfa9883eaaeae8b362ee,Julian,Edelman,Julian Edelman,17/26,161,6.2,1,2,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,170645,s:20~l:23~a:170645,8768ba55d915e9b218ab982ae847d222,Eugene,Jarvis,Eugene Jarvis,,,,,,,25,113,4.5,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,193061,s:20~l:23~a:193061,2dd5b1e9095bdfa9883eaaeae8b362ee,Julian,Edelman,Julian Edelman,,,,,,,18,75,4.2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,184293,s:20~l:23~a:184293,910775566e154a9c4e2bc64c28950b7d,Darren,Rogers,Darren Rogers,,,,,,,4,6,1.5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,184268,s:20~l:23~a:184268,1920ad49e19684a2d58593168e38b8a8,Leneric,Muldrow,Leneric Muldrow,,,,,,,1,5,5.0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,184283,s:20~l:23~a:184283,48d0f2fb639b4c75bdefccf2d4424615,Phil,Garner,Phil Garner,,,,,,,1,4,4.0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,147127,s:20~l:23~a:147127,6e5df9cdab6359c0519eea625c86bf76,Jon,Drager,Jon Drager,,,,,,,1,2,2.0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,184268,s:20~l:23~a:184268,1920ad49e19684a2d58593168e38b8a8,Leneric,Muldrow,Leneric Muldrow,,,,,,,,,,,,1,42,42.0,1,42,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,147152,s:20~l:23~a:147152,1b725369ab97d4cab29f41b5fcd5e746,Tom,Sitko,Tom Sitko,,,,,,,,,,,,4,39,9.8,0,25,,,,,,,,,,,,,,,,,,,,,,,
272420066,2309,s:20~l:23~t:2309,kent-state-golden-flashes,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Golden Flashes,002445,f0b510,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,174171,s:20~l:23~a:174171,b9d1ebc780014a459bb9afb8190cac9e,Shawn,Bayes,Shawn Bayes,,,,,,,,,,,,3,28,9.3,0,12,,,,,,,,,,,,,,,,,,,,,,,
