game_id,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,athlete_id,athlete_uid,athlete_guid,athlete_firstName,athlete_lastName,athlete_displayName,completions/passingAttempts,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,adjQBR,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,interceptionYards,interceptionTouchdowns,puntReturns,puntReturnYards,yardsPerPuntReturn,longPuntReturn,puntReturnTouchdowns,fieldGoalsMade/fieldGoalAttempts,fieldGoalPct,longFieldGoalMade,extraPointsMade/extraPointAttempts,totalKickingPoints,punts,puntYards,grossAvgPuntYards,touchbacks,puntsInside20,longPunt
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,120511,s:20~l:23~a:120511,aa355d378a68b11239e90dc057a5ce60,Matt,Leinart,Matt Leinart,19/29,272,9.4,3,0,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,145175,s:20~l:23~a:145175,eee81a5b91dec9e5dd6f9ab284130ca9,LenDale,White,LenDale White,,,,,,,15,78,5.2,0,23,,,,,,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,145158,s:20~l:23~a:145158,e8d36fe4af977dce90f0345da4033098,Reggie,Bush,Reggie Bush,,,,,,,9,27,3.0,0,12,,,,,,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,145169,s:20~l:23~a:145169,2664c1e23ac2004de1e2c29f5ab4abd4,Steve,Smith,Steve Smith,,,,,,,1,-1,-1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,120511,s:20~l:23~a:120511,aa355d378a68b11239e90dc057a5ce60,Matt,Leinart,Matt Leinart,,,,,,,4,-3,-0.8,0,7,,,,,,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,145158,s:20~l:23~a:145158,e8d36fe4af977dce90f0345da4033098,Reggie,Bush,Reggie Bush,,,,,,,,,,,,5,127,25.4,3,53,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,145169,s:20~l:23~a:145169,2664c1e23ac2004de1e2c29f5ab4abd4,Steve,Smith,Steve Smith,,,,,,,,,,,,4,68,17.0,0,46,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,120521,s:20~l:23~a:120521,93c5b65089f7d27dfdb40a331d69d3f6,David,Kirtman,David Kirtman,,,,,,,,,,,,3,32,10.7,0,26,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,101057,s:20~l:23~a:101057,829e2f43f114a55b5068ce3a6f8962c2,Lee,Webb,Lee Webb,,,,,,,,,,,,1,14,14.0,0,14,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,101070,s:20~l:23~a:101070,9de2084452dcfbe5c8d31c5622b6a142,Alex,Holmes,Alex Holmes,,,,,,,,,,,,2,12,6.0,0,8,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,137243,s:20~l:23~a:137243,9463dbc099e3a1764c89803468f01e9a,Chris,McFoy,Chris McFoy,,,,,,,,,,,,2,11,5.5,0,7,,,,,,,,,,,,,,,,,,
242410259,30,s:20~l:23~t:30,usc-trojans,USC,Trojans,USC,USC Trojans,Trojans,ffc72c,ae2531,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,161084,s:20~l:23~a:161084,81cd31b1a48748e0982580eed6f10e3a,Dwayne,Jarrett,Dwayne Jarrett,,,,,,,,,,,,2,8,4.0,0,9,,,,,,,,,,,,,,,,,,
